电影,#genre#
歌剧红伶(法国动作片),https://vip1.lz-cdn7.com/20230312/14916_0e4807b2/index.m3u8
人猿泰山2013【原声】(动作片),https://vip1.lz-cdn7.com/20230312/14901_98d08b64/index.m3u8
人猿泰山2013【国语】(动作片),https://vip1.lz-cdn7.com/20230312/14900_9d1ff037/index.m3u8
人猿泰山1932(美国动作片),https://vip1.lz-cdn7.com/20230311/14897_c8a78bdd/index.m3u8
东游传(大陆动作片),https://vip.lz-cdn16.com/20230312/12340_5948b9d9/index.m3u8
狂雷街区(日本动作片),https://vip.lz-cdn3.com/20230311/18081_f075c21b/index.m3u8
叉手【粤语】(香港动作片),https://vip.lz-cdn3.com/20230311/18075_55a79271/index.m3u8
铁旗门【国语】(香港动作片),https://vip.lz-cdn3.com/20230311/18070_6fc15045/index.m3u8
诸神之战1981(美国动作片),https://vip.lz-cdn3.com/20230311/18067_275b80de/index.m3u8
野兽之死1980(日本动作片),https://vip.lz-cdn3.com/20230311/18066_cc44d21a/index.m3u8
除恶：飞车党(大陆动作片),https://vip1.lz-cdn7.com/20230311/14884_37694d6a/index.m3u8
叛狱无间(韩国动作片),https://vip.lz-cdn16.com/20230310/12118_86f1315f/index.m3u8
目无王法【粤语】(香港动作片),https://vip1.lz-cdn7.com/20230310/14867_cf265874/index.m3u8
突破山脉(美国动作片),https://vip1.lz-cdn7.com/20230309/14848_bdef639f/index.m3u8
少林寺之得宝传奇(大陆动作片),https://vip.lz-cdn16.com/20230307/11742_1d18c51c/index.m3u8
血的游戏(美国动作片),https://vip.lz-cdn16.com/20230307/11743_2bf1757e/index.m3u8
致命一击1992(美国动作片),https://vip.lz-cdn16.com/20230307/11747_d20dcfd9/index.m3u8
七木乃伊(美国动作片),https://vip1.lz-cdn7.com/20230309/14845_a782f7a3/index.m3u8
野兽2006(韩国动作片),https://vip1.lz-cdn7.com/20230308/14816_41d8f80b/index.m3u8
网络惊魂20(美国动作片),https://vip1.lz-cdn7.com/20230308/14803_bc60e223/index.m3u8
非凡营救2023(中国大陆动作片),https://vip1.lz-cdn1.com/20230307/20695_8a4dfbde/index.m3u8
墨卡托迷踪(动作片),https://vip.lz-cdn3.com/20230305/17976_b7e2fc01/index.m3u8
死亡契约2006【国语】(动作片),https://vip1.lz-cdn7.com/20230304/14740_8cdead68/index.m3u8
死亡契约2006【原声】(动作片),https://vip1.lz-cdn7.com/20230304/14739_1356c0f8/index.m3u8
水银人(泰国动作片),https://vip1.lz-cdn7.com/20230304/14737_6d5dc05d/index.m3u8
一级戒备【国语】(美国动作片),https://vip1.lz-cdn7.com/20230303/14709_5ea0d63d/index.m3u8
一级戒备【原声】(美国动作片),https://vip1.lz-cdn7.com/20230303/14706_b4641098/index.m3u8
战争猛犬(英国动作片),https://vip1.lz-cdn7.com/20230303/14696_deaddcd9/index.m3u8
吸血莱恩2：解脱(加拿大动作片),https://vip1.lz-cdn7.com/20230303/14694_c3b76856/index.m3u8
诛烬枭亡(大陆动作片),https://vip.lz-cdn17.com/20230303/4932_f95a9985/index.m3u8
重见天日(美国动作片),https://vip1.lz-cdn7.com/20230302/14678_daf3ed49/index.m3u8
伊拉克恶狼谷(动作片),https://vip1.lz-cdn7.com/20230302/14670_63ebfd4c/index.m3u8
无发无天1992(动作片),https://vip1.lz-cdn7.com/20230302/14663_3fd00442/index.m3u8
舞会战士(美国动作片),https://vip1.lz-cdn7.com/20230302/14662_7f461c40/index.m3u8
猎黑行动(大陆动作片),https://vip1.lz-cdn1.com/20230301/20683_903bd7d8/index.m3u8
第二指令(美国动作片),https://vip1.lz-cdn7.com/20230301/14629_b92a199f/index.m3u8
喋血边境2023(大陆动作片),https://vip1.lz-cdn7.com/20230228/14625_6ad818e2/index.m3u8
沃尔泰与维拉亚(印度动作片),https://vip.lz-cdn3.com/20230228/17917_08819f87/index.m3u8
生死格斗(美国动作片),https://vip1.lz-cdn7.com/20230228/14620_a2218146/index.m3u8
魔界契约(美国动作片),https://vip1.lz-cdn7.com/20230228/14613_5dea6b68/index.m3u8
怪兽湖(泰国动作片),https://vip1.lz-cdn7.com/20230228/14611_882485cb/index.m3u8
风暴突击者(英国动作片),https://vip1.lz-cdn7.com/20230228/14605_f7d29072/index.m3u8
地球上最后的日子(美国动作片),https://vip1.lz-cdn7.com/20230228/14604_629d07f4/index.m3u8
爆裂追凶(美国动作片),https://vip1.lz-cdn7.com/20230228/14601_6680a7cf/index.m3u8
勇闯16街区(美国动作片),https://vip1.lz-cdn7.com/20230227/14595_997813ce/index.m3u8
异教徒之王(动作片),https://vip1.lz-cdn7.com/20230227/14594_47fef40f/index.m3u8
异教徒2019(美国动作片),https://vip1.lz-cdn7.com/20230227/14590_7c5162cd/index.m3u8
硬汉团(美国动作片),https://vip1.lz-cdn7.com/20230226/14568_56cba043/index.m3u8
图书馆员：圣杯的诅咒(美国动作片),https://vip1.lz-cdn7.com/20230226/14566_8276857c/index.m3u8
防火墙【英语】(美国动作片),https://vip1.lz-cdn7.com/20230226/14558_555d006c/index.m3u8
防火墙【国语】(美国动作片),https://vip1.lz-cdn7.com/20230226/14555_3f69c6d1/index.m3u8
夺命枪火2006(美国动作片),https://vip1.lz-cdn7.com/20230226/14552_fbe7118f/index.m3u8
图书馆员：寻找命运之矛的探险(美国动作片),https://vip.lz-cdn3.com/20230225/17891_4376566e/index.m3u8
图书馆员：所罗门王的宝藏(美国动作片),https://vip.lz-cdn3.com/20230225/17890_630bdd0d/index.m3u8
热血街区电影版：极恶王续篇(日本动作片),https://vip1.lz-cdn1.com/20230225/20658_de4517f9/index.m3u8
亡命大捕头(美国动作片),https://vip1.lz-cdn7.com/20230224/14533_6585c41d/index.m3u8
秋叶原@DEEP(日本动作片),https://vip1.lz-cdn7.com/20230224/14527_3542e99f/index.m3u8
卑劣的街头(韩国动作片),https://vip1.lz-cdn7.com/20230224/14520_48441228/index.m3u8
通缉令【国语】(美国动作片),https://vip.lz-cdn17.com/20230224/4026_35890847/index.m3u8
正义雇佣兵(动作片),https://vip1.lz-cdn7.com/20230224/14514_fae7c244/index.m3u8
苦战科科达(动作片),https://vip1.lz-cdn7.com/20230224/14506_678eea30/index.m3u8
航班蛇患(美国动作片),https://vip1.lz-cdn7.com/20230223/14475_cab2d072/index.m3u8
中天(韩国动作片),https://vip1.lz-cdn7.com/20230222/14458_e3c6344c/index.m3u8
五路追杀令(美国动作片),https://vip1.lz-cdn7.com/20230222/14454_3a1bd807/index.m3u8
王者之心【英语】(美国动作片),https://vip1.lz-cdn7.com/20230222/14452_a0099d8c/index.m3u8
王者之心【国语】(美国动作片),https://vip1.lz-cdn7.com/20230222/14451_188b9f4e/index.m3u8
南北腿王(台湾动作片),https://vip1.lz-cdn7.com/20230222/14444_a656b1c2/index.m3u8
重返中世纪(美国动作片),https://vip.lz-cdn3.com/20230221/17841_ffb2360a/index.m3u8
金燕子1968(香港动作片),https://vip.lz-cdn3.com/20230220/17804_881d5753/index.m3u8
玩尽杀绝3钻石计划(美国动作片),https://vip1.lz-cdn7.com/20230220/14429_19fc3990/index.m3u8
地狱醒龙(美国动作片),https://vip1.lz-cdn7.com/20230220/14426_01cdc404/index.m3u8
众神与将军(美国动作片),https://vip1.lz-cdn7.com/20230220/14416_5e790855/index.m3u8
盗贼(加拿大动作片),https://vip.lz-cdn3.com/20230220/17803_95519079/index.m3u8
我们付出的代价(美国动作片),https://vip.lz-cdn3.com/20230220/17802_0c92edb3/index.m3u8
龙拳【粤语】(香港动作片),https://vip1.lz-cdn7.com/20230219/14408_7ac2c591/index.m3u8
龙拳【国语】(香港动作片),https://vip1.lz-cdn7.com/20230219/14407_334ae41c/index.m3u8
警界争雄(法国动作片),https://vip1.lz-cdn7.com/20230219/14405_6ab65b9b/index.m3u8
记忆裂痕【英语】(美国动作片),https://vip1.lz-cdn7.com/20230219/14403_c59154b1/index.m3u8
记忆裂痕【国语】(美国动作片),https://vip1.lz-cdn7.com/20230219/14402_f555f8ed/index.m3u8
火种1993【粤语】(香港动作片),https://vip1.lz-cdn7.com/20230219/14399_f24ca02b/index.m3u8
火种1993【国语】(香港动作片),https://vip1.lz-cdn7.com/20230219/14398_29802a67/index.m3u8
广东小老虎(香港动作片),https://vip1.lz-cdn7.com/20230219/14392_ab4138c4/index.m3u8
飞渡卷云山(香港动作片),https://vip1.lz-cdn7.com/20230219/14389_ca87b60c/index.m3u8
锁匠(美国动作片),https://vip1.lz-cdn1.com/20230219/20644_d79d9a65/index.m3u8
南少林与北少林(香港动作片),https://vip1.lz-cdn7.com/20230218/14373_eedfccd2/index.m3u8
天龙八部之乔峰传【国语】(大陆动作片),https://vip1.lz-cdn1.com/20230218/20641_f3593a6c/index.m3u8
天龙八部之乔峰传【粤语】(大陆动作片),https://vip1.lz-cdn1.com/20230217/20640_9eee7111/index.m3u8
五虎屠龙(香港动作片),https://vip1.lz-cdn7.com/20230218/14360_ef68b0d3/index.m3u8
王牌对王牌1998(美国动作片),https://vip1.lz-cdn7.com/20230218/14358_fe143b77/index.m3u8
铁拳无敌(美国动作片),https://vip1.lz-cdn7.com/20230218/14356_c601a17b/index.m3u8
少年吔，安啦！(台湾动作片),https://hd.lz-cdn18.com/20230218/642_682e94db/index.m3u8
豪侠【粤语】(香港动作片),https://vip1.lz-cdn7.com/20230217/14348_de72d59b/index.m3u8
豪侠【国语】(香港动作片),https://vip1.lz-cdn7.com/20230217/14347_4eddaa71/index.m3u8
血溅十三号警署(美国动作片),https://vip.lz-cdn16.com/20230215/10024_0d6bf572/index.m3u8
西瓦拉多大决战(美国动作片),https://vip1.lz-cdn7.com/20230216/14313_6bc5c9c2/index.m3u8
五遁忍术【英语】(香港动作片),https://vip1.lz-cdn7.com/20230216/14311_2d0ca3f1/index.m3u8
五遁忍术【国语】(香港动作片),https://vip1.lz-cdn7.com/20230216/14310_36e25753/index.m3u8
转轮手枪(法国动作片),https://vip1.lz-cdn7.com/20230216/14305_58c2dba2/index.m3u8
惊爆轰天雷1991(美国动作片),https://vip1.lz-cdn7.com/20230216/14295_873f2aa4/index.m3u8
独臂刀(香港动作片),https://vip1.lz-cdn7.com/20230216/14289_a24c0ee6/index.m3u8
地下特警(加拿大动作片),https://vip1.lz-cdn7.com/20230216/14287_1f8bcd5a/index.m3u8
大买卖2001(美国动作片),https://vip1.lz-cdn7.com/20230216/14285_43d3ad19/index.m3u8
霹雳火1995【粤语】(香港动作片),https://vip1.lz-cdn7.com/20230215/14264_e49dd103/index.m3u8
霹雳火1995【国语】(香港动作片),https://vip1.lz-cdn7.com/20230215/14263_6849895d/index.m3u8
参孙的儿子(动作片),https://vip1.lz-cdn7.com/20230215/14255_ef124b15/index.m3u8
全面追捕令【英语】(美国动作片),https://vip1.lz-cdn7.com/20230215/14251_91688165/index.m3u8
全面追捕令【国语】(美国动作片),https://vip1.lz-cdn7.com/20230215/14250_ee10d102/index.m3u8
双重暴击(印度动作片),https://vip1.lz-cdn1.com/20230214/20633_5d3cccac/index.m3u8
赌彩黑名单【英语】(美国动作片),https://vip1.lz-cdn7.com/20230215/14249_fa19cfce/index.m3u8
赌彩黑名单【国语】(美国动作片),https://vip1.lz-cdn7.com/20230215/14248_a60aa3ac/index.m3u8
拨云见日【英语】(美国动作片),https://vip1.lz-cdn7.com/20230215/14247_5a0d59a5/index.m3u8
拨云见日【国语】(美国动作片),https://vip1.lz-cdn7.com/20230215/14246_95513ea3/index.m3u8
紧急搜捕令【英语】(美国动作片),https://vip1.lz-cdn7.com/20230215/14245_90479e5f/index.m3u8
紧急搜捕令【国语】(美国动作片),https://vip1.lz-cdn7.com/20230215/14244_66b0b470/index.m3u8
肮脏的哈里【英语】(美国动作片),https://vip1.lz-cdn7.com/20230215/14242_781e8fa4/index.m3u8
肮脏的哈里【国语】(美国动作片),https://vip1.lz-cdn7.com/20230215/14241_397d1ff6/index.m3u8
灯笼(香港动作片),https://vip1.lz-cdn7.com/20230214/14231_c05fe92c/index.m3u8
刺客战场(美国动作片),https://vip1.lz-cdn7.com/20230214/14229_2067826c/index.m3u8
出笼马骝【粤语】(香港动作片),https://vip1.lz-cdn7.com/20230214/14228_de574c50/index.m3u8
出笼马骝【国语】(香港动作片),https://vip1.lz-cdn7.com/20230214/14227_593b1d9a/index.m3u8
少林英雄榜(香港动作片),https://vip.lz-cdn3.com/20230214/17729_e4b28006/index.m3u8
朋友再见(法国动作片),https://vip.lz-cdn3.com/20230214/17727_b228616b/index.m3u8
黑狱风云2002【英语】(动作片),https://vip.lz-cdn3.com/20230214/17713_04863daf/index.m3u8
黑狱风云2002【国语】(动作片),https://vip.lz-cdn3.com/20230214/17712_bef6d8ff/index.m3u8
玉面侠(香港动作片),https://vip.lz-cdn3.com/20230213/17687_5e9b7610/index.m3u8
燕娘(香港动作片),https://vip.lz-cdn3.com/20230213/17682_a33113af/index.m3u8
天崩地裂1997(美国动作片),https://vip.lz-cdn3.com/20230213/17674_30119f3a/index.m3u8
螳螂1978(香港动作片),https://vip.lz-cdn3.com/20230213/17669_2ac36976/index.m3u8
三闯少林【粤语】(香港动作片),https://vip.lz-cdn3.com/20230213/17657_3930916a/index.m3u8
三闯少林【国语】(香港动作片),https://vip.lz-cdn3.com/20230213/17656_2b9d769e/index.m3u8
自然城市(韩国动作片),https://vip1.lz-cdn7.com/20230213/14219_d9c8f82b/index.m3u8
终极密码战(美国动作片),https://vip1.lz-cdn7.com/20230213/14217_79684da5/index.m3u8
赞先生与找钱华(香港动作片),https://vip1.lz-cdn7.com/20230213/14216_9b39560a/index.m3u8
圣徒1997(美国动作片),https://vip1.lz-cdn7.com/20230213/14208_2b3ae303/index.m3u8
最后的城堡(美国动作片),https://vip1.lz-cdn7.com/20230213/14209_1d880419/index.m3u8
拳击1971(香港动作片),https://vip1.lz-cdn7.com/20230213/14207_f9c49141/index.m3u8
快活林(香港动作片),https://vip1.lz-cdn7.com/20230213/14202_2a1f5f9f/index.m3u8
倚天屠龙记大结局1978(香港动作片),https://vip1.lz-cdn7.com/20230212/14195_ca9e83cf/index.m3u8
威龙猛探【粤语】1985(香港动作片),https://vip1.lz-cdn7.com/20230212/14192_3eae4ef5/index.m3u8
威龙猛探【国语】1985(香港动作片),https://vip1.lz-cdn7.com/20230212/14191_de7ce1b2/index.m3u8
大菩萨岭1960(日本动作片),https://vip1.lz-cdn7.com/20230212/14181_896773ef/index.m3u8
血战墓碑镇2013(美国动作片),https://vip1.lz-cdn7.com/20230211/14160_9fd20f81/index.m3u8
血战墓碑镇Ⅱ2017(美国动作片),https://vip1.lz-cdn7.com/20230211/14159_495f7c5c/index.m3u8
搬山道人之落天荒2023(大陆动作片),https://vip.lz-cdn3.com/20230211/17618_79aacd95/index.m3u8
毁灭战士2005(英国动作片),https://vip1.lz-cdn7.com/20230211/14152_50c9f451/index.m3u8
暴风眼1994(香港动作片),https://vip1.lz-cdn7.com/20230211/14147_77b6bbf5/index.m3u8
交战规则2000(美国动作片),https://vip1.lz-cdn7.com/20230211/14143_0422601d/index.m3u8
皇家师姐【粤语】1985(香港动作片),https://vip1.lz-cdn7.com/20230211/14142_08e95eeb/index.m3u8
皇家师姐【国语】1985(香港动作片),https://vip1.lz-cdn7.com/20230211/14141_6d2221e3/index.m3u8
凯利党2003(动作片),https://vip1.lz-cdn7.com/20230211/14136_fbca3157/index.m3u8
血洗洪花亭1990(香港动作片),https://vip1.lz-cdn7.com/20230210/14116_f0b5051e/index.m3u8
再生侠1997(美国动作片),https://vip1.lz-cdn7.com/20230210/14114_ac17b981/index.m3u8
卡车野郎：望乡一番星1976(日本动作片),https://vip1.lz-cdn7.com/20230210/14096_cb9ab038/index.m3u8
东京铁拳1995(日本动作片),https://vip1.lz-cdn7.com/20230210/14095_6acf4ff8/index.m3u8
少林木人巷1976【粤语】(香港动作片),https://vip1.lz-cdn7.com/20230209/14089_9d64e5a6/index.m3u8
少林木人巷1976【国语】(香港动作片),https://vip1.lz-cdn7.com/20230209/14088_0edd9b54/index.m3u8
血拼大西洋1956(英国动作片),https://vip1.lz-cdn7.com/20230209/14078_38037aeb/index.m3u8
天蚕变之布衣神相1984(香港动作片),https://vip1.lz-cdn7.com/20230209/14075_f8fd68b7/index.m3u8
浑身是胆1998(香港动作片),https://vip1.lz-cdn7.com/20230209/14068_e1f448cb/index.m3u8
风斗士2004(韩国动作片),https://vip1.lz-cdn7.com/20230209/14065_b566b161/index.m3u8
碧血宝刀1991(大陆动作片),https://vip1.lz-cdn7.com/20230209/14058_e2a06c51/index.m3u8
楚留香1977【国语】(香港动作片),https://vip1.lz-cdn7.com/20230209/14060_6278787e/index.m3u8
楚留香1977【粤语】(香港动作片),https://vip1.lz-cdn7.com/20230209/14057_c5efda54/index.m3u8
三德和尚与舂米六1977(香港动作片),https://vip1.lz-cdn7.com/20230208/14043_9921b45d/index.m3u8
兽兵卫忍风帖1993(日本动作片),https://vip1.lz-cdn7.com/20230208/14044_6d33c54d/index.m3u8
马永贞1997(香港动作片),https://vip1.lz-cdn7.com/20230208/14038_d6929715/index.m3u8
怀俄明歹徒1939(美国动作片),https://vip1.lz-cdn7.com/20230208/14034_20893860/index.m3u8
双侠1971(香港动作片),https://vip1.lz-cdn7.com/20230207/14021_7244ab08/index.m3u8
深海潜龙2005(美国动作片),https://vip1.lz-cdn7.com/20230207/14020_d34e3641/index.m3u8
铁拳2010(日本科幻片),https://v.lzcdn24.com/20250228/21444_5559e19f/index.m3u8
爱我2024(美国科幻片),https://v.cdnlz3.com/20250222/34041_dd41a885/index.m3u8
☆美国队长Ⅳ2025(美国科幻片),https://v.cdnlz12.com/20250217/18229_c1b12443/index.m3u8
峡谷2025(英国科幻片),https://v.cdnlz3.com/20250214/33672_208a1193/index.m3u8
淘气鬼1988(美国科幻片),https://v.lzcdn24.com/20250209/18918_df24ecb1/index.m3u8
星际迷航：31区2025(美国科幻片),https://v.cdnlz3.com/20250125/32841_739227b6/index.m3u8
唤醒2023(意大利/爱尔兰科幻片),https://v.cdnlz3.com/20250124/32761_5655113d/index.m3u8
海岛巨蟒2025(大陆科幻片),https://v.cdnlz3.com/20250123/32717_a963ddb8/index.m3u8
异形：无路可退2024(美国科幻片),https://v.lzcdn24.com/20250123/15993_2302a861/index.m3u8
猎人克莱文2024(美国科幻片),https://v.cdnlz3.com/20250114/32265_75b9e03e/index.m3u8
寂静岛之异兽2024(大陆科幻片),https://v.cdnlz3.com/20250102/31728_b5d6f8d3/index.m3u8
宇宙刑事夏伊达剧场版Ⅱ1985(日本科幻片),https://v.lzcdn24.com/20241226/11935_08806108/index.m3u8
宇宙刑事夏依达剧场版1984(日本科幻片),https://v.lzcdn24.com/20241226/11985_805253f9/index.m3u8
神秘博士：普世欢腾2024(美国科幻片),https://v.cdnlz3.com/20241226/31471_c5f3c348/index.m3u8
指甲2023(美国科幻片),https://v.cdnlz3.com/20241222/31268_791bf4a2/index.m3u8
猎人克莱文2024(美国科幻片),https://v.cdnlz3.com/20241221/31261_a305a2aa/index.m3u8
升级2024(加拿大科幻片),https://v.cdnlz3.com/20241214/30878_692d752d/index.m3u8
高处营救2024(美国科幻片),https://v.cdnlz3.com/20241206/30529_9e120df7/index.m3u8
毒液：最后一舞2024(美国科幻片),https://v.lzcdn26.com/20241205/104_82db1aaf/index.m3u8
大决战！超奥特曼八兄弟2008(日本科幻片),https://v.lzcdn24.com/20241202/7642_f40a690b/index.m3u8
异国入侵2024(美国科幻片),https://v.cdnlz21.com/20241119/2458_9363a557/index.m3u8
大都会2024(美国科幻片),https://v.cdnlz3.com/20241112/29045_7de03ae3/index.m3u8
天启Z：完结的起点2024(西班牙科幻片),https://v.cdnlz3.com/20241031/28516_84acbbf2/index.m3u8
逆时追凶2024(美国科幻片),https://v.cdnlz3.com/20241031/28499_f6e4c54e/index.m3u8
异形：夺命舰2024(美国科幻片),https://v.cdnlz3.com/20241015/27930_52f4b5be/index.m3u8
异度农舍2024(美国科幻片),https://v.cdnlz3.com/20241012/27784_cd877fde/index.m3u8
屈从2024(保加利亚/美国科幻片),https://v.cdnlz3.com/20241011/27716_5589344f/index.m3u8
饥饿站台2(西班牙科幻片),https://v.cdnlz12.com/20241004/17273_569958de/index.m3u8
宇宙大怪兽多哥拉(日本科幻片),https://v.cdnlz19.com/20240930/48263_95c59b3a/index.m3u8
最后一击2024(大陆科幻片),https://v.cdnlz3.com/20240923/26915_b7843ad8/index.m3u8
致命AI(英国科幻片),https://v.cdnlz12.com/20240917/16983_85358553/index.m3u8
屈从(科幻片),https://v.cdnlz12.com/20240917/16981_0236a541/index.m3u8
珊瑚岛上的死光(大陆科幻片),https://v.cdnlz19.com/20240914/44723_3333bb52/index.m3u8
丑人儿(美国科幻片),https://v.cdnlz12.com/20240913/16908_ccb09449/index.m3u8
从21世纪安全撤离(大陆科幻片),https://v.cdnlz12.com/20240906/16801_cb61c7dc/index.m3u8
另一种结局(科幻片),https://v.cdnlz12.com/20240828/16633_9aef5367/index.m3u8
敌对维度(英国科幻片),https://v.cdnlz12.com/20240827/16617_c9d451af/index.m3u8
异形：收割(美国科幻片),https://v.cdnlz19.com/20240823/41780_a7012b78/index.m3u8
龙卷风(美国科幻片),https://v.cdnlz21.com/20240812/1474_3edb23d5/index.m3u8
劫后余生2024(美国科幻片),https://v.cdnlz3.com/20240810/25476_1e676dee/index.m3u8
遗弃之地2024(美国科幻片),https://v.cdnlz12.com/20240804/16208_384318ec/index.m3u8
龙林逃生2(大陆科幻片),https://v.cdnlz12.com/20240728/16010_7971ca3d/index.m3u8
寂静之地：入侵日(美国科幻片),https://v.cdnlz21.com/20240725/1149_ce746271/index.m3u8
疯狂外星人2015(美国科幻片),https://v.cdnlz12.com/20240724/15894_e193312a/index.m3u8
绝命海岛(大陆科幻片),https://v.cdnlz12.com/20240723/15887_8f82b463/index.m3u8
太空鲨鱼(美国科幻片),https://v.cdnlz12.com/20240722/15865_a1180e57/index.m3u8
哈努曼和七个奥特曼(日本科幻片),https://v.cdnlz19.com/20240715/39550_99ecbe31/index.m3u8
错位1986(大陆科幻片),https://vip1.lz-cdn1.com/20220413/1787_38c1789b/index.m3u8
假面骑士55520周年天堂・重获(日本科幻片),https://v.cdnlz3.com/20240707/24616_8ddb7753/index.m3u8
全境感染【原声】(科幻片),https://v.cdnlz19.com/20240703/38736_27cfb433/index.m3u8
全境感染【国语】(科幻片),https://v.cdnlz19.com/20240703/38733_465f7f07/index.m3u8
BLOODYESCAPE地狱的逃生作战(日本科幻片),https://v.cdnlz3.com/20240705/24505_826abe08/index.m3u8
来自孤寂世的笔记(科幻片),https://v.cdnlz12.com/20240701/15442_7328afe1/index.m3u8
食人鱼(大陆科幻片),https://v.cdnlz3.com/20240627/24183_c4e76ba5/index.m3u8
异形寄生起源(大陆科幻片),https://v.cdnlz12.com/20240612/15175_9877c870/index.m3u8
神秘博士：死亡星球(英国科幻片),https://v.cdnlz19.com/20240610/36494_926f68ca/index.m3u8
机动战士高达SEEDFREEDOM(日本科幻片),https://v.cdnlz21.com/20240609/404_80a2d3c0/index.m3u8
AR物语(大陆科幻片),https://v.cdnlz3.com/20240529/23432_f11c9e93/index.m3u8
狐步六号(科幻片),https://v.cdnlz19.com/20240517/34547_a084977f/index.m3u8
哥斯拉大战金刚2：帝国崛起(美国科幻片),https://v.cdnlz12.com/20240514/14243_2be9da0e/index.m3u8
哥斯拉1.0(日本科幻片),https://v.cdnlz2.com/20240501/30843_34378581/index.m3u8
哥鲁达(泰国科幻片),https://v.cdnlz20.com/20240427/5671_a9d1a9a1/index.m3u8
邻人X奇怪的她(日本科幻片),https://v.cdnlz2.com/20240426/30619_1d586603/index.m3u8
月球叛军2：烙印之人(美国科幻片),https://v.cdnlz3.com/20240419/23105_bc117ba6/index.m3u8
记忆奇旅(大陆科幻片),https://v.cdnlz2.com/20240419/30202_68856a87/index.m3u8
百日孤独(科幻片),https://v.cdnlz3.com/20240418/23104_29d91746/index.m3u8
吞天巨鲨(大陆科幻片),https://v.cdnlz2.com/20240416/29999_4db043d5/index.m3u8
沙丘2(美国科幻片),https://v.cdnlz2.com/20240406/29523_42e070a1/index.m3u8
突破者(大陆科幻片),https://v.cdnlz2.com/20240329/29167_0b45274a/index.m3u8
幽灵螳螂2突变(大陆科幻片),https://v.cdnlz12.com/20240321/13256_62c048d4/index.m3u8
停止2019(科幻片),https://v.cdnlz12.com/20240318/13122_440ab5dd/index.m3u8
蜘蛛夫人：超感觉醒(美国科幻片),https://v.cdnlz12.com/20240315/12935_d4b9948f/index.m3u8
动物界(科幻片),https://v.cdnlz12.com/20240314/12879_b2491de5/index.m3u8
挑战2023(俄罗斯科幻片),https://v.cdnlz12.com/20240312/12767_ab3f93f8/index.m3u8
打怪(大陆科幻片),https://v.cdnlz12.com/20240311/12701_ba71fbaa/index.m3u8
徘徊2018(美国科幻片),https://v.cdnlz10.com/20220820/2284_8e38047d/index.m3u8
再见2015(日本科幻片),https://v.cdnlz3.com/20221129/16407_7348d628/index.m3u8
地下室2020(韩国科幻片),https://v.cdnlz3.com/20220703/8712_cdf62c3c/index.m3u8
机械姬(英国科幻片),https://v1.cdnlz1.com/20220502/4131_a52e4380/index.m3u8
强震(美国科幻片),https://v.cdnlz19.com/20240301/19361_91bfe64c/index.m3u8
太空孤航(美国科幻片),https://v.cdnlz7.com/20240301/16252_ee6834fc/index.m3u8
无限斗界之暗夜双龙(大陆科幻片),https://v.cdnlz19.com/20240229/19226_fb87e669/index.m3u8
200级大地震(美国科幻片),https://v1.cdnlz1.com/20240225/24666_51932d52/index.m3u8
魔盒：隐喻(美国科幻片),https://v.cdnlz12.com/20240220/11651_8c0b0b83/index.m3u8
外星+人2(韩国科幻片),https://v.cdnlz12.com/20240215/11573_4cb789fb/index.m3u8
正义联盟【原声】(美国科幻片),https://vip1.lz-cdn1.com/20220518/6142_0898244e/index.m3u8
正义联盟【国语】(美国科幻片),https://v.cdnlz17.com/20240207/110251_7405a8fb/index.m3u8
银河护卫队3【原声】(美国科幻片),https://vip1.lz-cdn1.com/20230706/21166_0cbec4fc/index.m3u8
银河护卫队3【国语】(美国科幻片),https://v.cdnlz17.com/20240207/110250_61b73c29/index.m3u8
银河护卫队2【原声】(美国科幻片),https://vip1.lz-cdn1.com/20220518/6154_bac3d23f/index.m3u8
银河护卫队2【国语】(美国科幻片),https://v.cdnlz17.com/20240207/110245_50cb99fc/index.m3u8
银河护卫队【原声】(美国科幻片),https://vip1.lz-cdn1.com/20220518/6153_853071ce/index.m3u8
银河护卫队【国语】(美国科幻片),https://v.cdnlz17.com/20240207/110249_470343e7/index.m3u8
惊奇队长【原声】(美国科幻片),https://vip1.lz-cdn1.com/20220516/5793_702a7b38/index.m3u8
惊奇队长【国语】(美国科幻片),https://v.cdnlz17.com/20240207/110246_a4e1fd5e/index.m3u8
雉岳山(韩国科幻片),https://v.cdnlz2.com/20240208/28797_f13e73c0/index.m3u8
动物王国2023(法国科幻片),https://v.cdnlz2.com/20240207/28794_872cbcd7/index.m3u8
升级2018(美国科幻片),https://v.cdnlz2.com/20240207/28787_c2177a58/index.m3u8
太空堡垒卡拉狄加：利刃之回闪(美国科幻片),https://v.cdnlz12.com/20240204/11360_3338566e/index.m3u8
虫洞效应(美国科幻片),https://v.cdnlz12.com/20240203/11352_dbe69d45/index.m3u8
洛拉电台(英国科幻片),https://v.cdnlz3.com/20240129/22943_ff3244ba/index.m3u8
预见未来(美国科幻片),https://v.cdnlz12.com/20240128/11174_dbb60375/index.m3u8
诱捕2(加拿大科幻片),https://v.cdnlz12.com/20240128/11172_a4cb6778/index.m3u8
替补2023(英国科幻片),https://v.cdnlz2.com/20240126/28276_cd09fb7e/index.m3u8
冰冻蜘蛛(美国科幻片),https://v.cdnlz2.com/20240124/28226_617ab99c/index.m3u8
